,Product_id,Selling_Price
0,SCHE4YSTDVPVZVXW,3220.3739461340674
1,ACCEGCATKHNRXUHW,1972.6715967452374
2,NKCE6GJ5XVJDXNNZ,11645.364304385
3,NKCEB8BK3ZXDHDHM,9345.86425028631
4,TOPEFDXSAHRNPF94,5610.774600759657
5,ACCE558KZHEPZYMG,9414.676014371573
6,ACCEAZCVAMFHDPY7,5199.789805075988
7,NKCDYNY37JPBGBVM,2614.9995920368087
8,NKCEY8KWY33FCUYD,7664.73405549992
9,RNGE4YPTQYRECV9J,4589.453062767842
10,NKCE88AHBHJZREXH,3823.801732794336
11,CLTEJ5ZZGBP4JGGE,8061.184416366532
12,WATE3NWH5FZWAMDA,8120.524425620002
13,CAGE53FSFZVFPFHQ,1633.0578482084575
14,PCSEAKVBFFPGCHNZ,3807.6345904046493
15,WATDFFH3KJYBTYGG,7102.6570101925
16,NKCDWHFQSCHHYZMP,2642.849058942545
17,RNGEB2PG3Q5RKDW6,2895.55875882591
18,NKCE5UY9HHPZGGUZ,4272.450139223314
19,KTAEHETW3ZCMFMJR,3627.457994330418
20,BRAEBBYRVF9MHJHU,6982.520512447994
21,NKCEAX7HAQ2RJA3Q,10153.353748599044
22,CRTECN2RQZWBSP9W,4997.642401396045
23,WATDEWZ9UHSEHGZG,9223.882701895156
24,PTPEYW8HNV6G9YYR,2829.8655101239187
25,ACCEAMGZRRYVAHDC,4991.389460969224
26,SRTEHHXG8MUXTGPA,6009.230860920254
27,SKIE4S4NN4MHYM3Z,5146.513534369479
28,HMBE7G34YHWPWKYN,7118.3393861721925
29,LLIEGTMFJBD7ZZZM,13854.569762550002
30,ACCEJGH6JVTM4CBH,838.8712139373995
31,ACCDQDYBXJ9HZF37,10067.838545381719
32,RNGE88FRGZCXNKUG,696.5489466722269
33,NKCE7M3QNNPZDXHQ,9921.11776875931
34,VLBEGFFDP9H6WG2T,3560.332632522874
35,TOPEAFG4YEQSH5TT,2443.1616391867324
36,WATEYAP3K2QQQWDH,5192.3516493510015
37,PCSEBDFUFJWGARNX,10747.775990563983
38,SWTEGXQFZY95SKG7,4849.417431697479
39,BRAEGJFXSM9ZQ6SK,6918.1228279128545
40,CAGE6FYKP34GA4GF,7652.256695735006
41,HMBEJCMH78VJF3M8,4273.83489144962
42,HIFEB7J3GSTVN5XJ,10729.922597811665
43,PBXE6ZHNGZREWWHR,4715.11914729948
44,PCSEAKVBNXFGZBKB,6794.6557146221985
45,BRAEBBMQQNZ9RZWR,5866.908818988013
46,ACCEGKFCXHZZH44S,770.460619974382
47,SHODXQRRGKZ74U9M,4323.709385356544
48,DREE2Y6DVEKVVQQS,4485.1476111258025
49,PBXE8ZHHG5Y525BT,6791.967930545709
50,CTTEH9FXZHGFKUA3,7937.754124953674
51,ACCDXFZXGQTBTM6N,3528.0875333972513
52,NKCE9PFF3TT4KSQJ,7948.25702443667
53,BRAE6NZAZK77HXZK,925.082586187451
54,NKCE4TV42BHDP63U,3427.275965204457
55,AIREDGGD9RJPZGYW,5578.866424234986
56,PCSEDAPMHR2HNHWP,8274.363544613216
57,PACE95FMAFXHZB5C,4509.655426186706
58,WATDG4KP445AV5XC,13541.398653320004
59,ACCE9EYRRNZYZUBG,788.367791284766
60,ACCE8XZMAHNC8JVS,619.377589447582
61,SHOED5DCSTQKZCGF,3713.4205672705984
62,NKCE64Z4NGBHNAY7,3535.1248021521023
63,PBXE8WQTZ5GA2YYQ,902.1606612181668
64,MUGEGZUMGYAPVSZH,4441.161969707064
65,PBXE4RB3Y3GXWPFV,712.0112095250173
66,PCSE2ZFDJJGFNHC7,690.6437112880452
67,CRTECN2QT5HKHZ8F,4816.551652779927
68,MUGEACY8Q7ZYSTN8,1500.3291752106195
69,ACCEGG9VGRMQGHRD,7337.288431330002
70,PCSE76X48PVSDDVK,1113.6966137548216
71,PBXE6677X2D6UFZZ,5721.309851950912
72,WCKEGGGD2TXHHTJC,298.14350825175023
73,NKCE7MMGF4PPGNA6,3318.8182955004954
74,CRTECN2QYTPHK5YQ,5003.352717070162
75,OIDEJFCWMMR6JQBE,5641.993853071304
76,WATE5HFY4MJX6CHD,5209.179135228935
77,DREE4FC4TAR8M5GN,1374.840648105
78,HACEGPF9DZVUZBFY,8015.3239788528435
79,PBXE4Q7YF5KUYJYW,11628.038345939995
80,SHIED9YEH65NSA8N,10383.81940208175
81,WATDHMQJ68MVBRFV,13894.544934810001
82,HMBEGWTFEV4TF2RH,3259.1977619707554
83,SHIE2FH7YTVDHFGT,3171.3056644837284
84,CRTECN2QYRY2KWZF,4435.545331986321
85,TSHEDJXPN4HNT2UP,6062.583779132041
86,SHOECZH5WGBZHZES,3062.142319110126
87,NKCEDCT9MSAYG6H5,5467.9775003493305
88,SOCEGGVYBTZPKXVP,4615.56277015711
89,PBXECARAQBCDSAZW,3608.508311114003
90,CAGDU85YDHP9ZJH7,2367.066961621467
91,TCVEHSMFEGNCAGYN,5023.792874961242
92,RNGEDAPFZ2GKRUER,817.8312168873261
93,CAGDY9Q7HSNDHGFC,3709.878442001332
94,NKCECKHYZVHBQU9F,477.0339611511331
95,NKCDQSVCRH8W73GF,6723.899504997801
96,WATD9H76RKGUUZHY,14373.259248350001
97,NKCE5HYVDQVATMKF,1989.2030681063031
98,RNGE9GWMKVHGEYZG,4236.780671177032
99,SHOEAGUMMWFABHUT,3345.7481661679303
100,SWDEGZMPYQGNEBHG,5062.115425282636
101,TOPEFDXSHZPHCUAU,9207.87323313429
102,CAGDU85Y85GDJGUD,1151.3002025181672
103,CAGE4BQXK3FSTRRS,3304.5580065080653
104,CAGDZVGTV3SMMMBY,5078.130898377423
105,BEOEGXRVQPCKJHYC,3505.848468301439
106,NKCE9YFBBYBM88DR,3239.6975331611857
107,DREECZGZVWGQM23M,3472.866010340192
108,PBXECYF3YHWYG4UN,352.12966870488117
109,WATEBG8FGBPUPKCV,4832.887478045893
110,SHIEEJG9RRDUH9XG,3333.5686278515764
111,CRTECN2QXAPEWXSF,2697.518391236476
112,BRAEE6YMSYPNCUX3,1297.4984178926393
113,WATE9MVXJXHZHEJU,3345.7692378349975
114,RNGDREYRQQGZAPQM,5691.568495576113
115,CTPEGGFSNDQFAAVE,3387.4094527571765
116,NKCEF2RFAPHSHZZZ,3963.435853067844
117,TOPDYAZZG5NU7ZBZ,7106.383295557833
118,PBXE7QPWMSS5XGPZ,247.64768440650013
119,PCSECV3FHFAQ9T36,12095.281508328557
120,CRNEJB4NBT9BTM84,5078.216489589792
121,TSHEHU5RFJCTJKBV,6824.203039401545
122,DREECZJC3XBKGDZT,5485.4568877219
123,SUDEGGATGYXA9YBC,12398.390415005995
124,BRAE8WYHTVZMFFHS,5764.216648082499
125,SFFEGZBXTYFSYJQA,4196.548170393668
126,ACCEABVYXNHCT8UE,5826.469077705539
127,BWLE6SJE9PXGV6DD,985.5249802461748
128,NKCDYQ3RHYREHHYV,3903.736447882429
129,NKCECDCRWDMZEH2Z,2976.1449063836876
130,SRTEH2F6HUZMQ6SJ,7180.96778276771
131,BRAE6KWFGZFXKPPB,3571.2048965666704
132,HACEJQY5FQRZZUGM,8436.767546490002
133,CAGEYUXVF2FNARKD,3177.884171692569
134,NKCE7M3QTHTCGVVF,4049.2814839862654
135,TOPE8PBFNH9YNHFK,4864.990695788607
136,BRAEDQFRZS9QFYTQ,1362.769432937653
137,HMBEJCMMQR2JHFVP,2065.142163125909
138,ACCDRFVG52PHVRSK,7587.567748391693
139,NKCE7MBR4QRBASDQ,3268.3248724736927
140,NKCDWBPZNZU5K2QZ,3506.6874988093127
141,BRAE8HMQATXFHFGZ,3784.1539299345854
142,MUGEAGGKEGCPWWPN,3483.928747362283
143,BKPEGXYWWJPETZZA,5283.4874123865075
144,SGLEGBV6ZNUJNJS9,5979.244203660983
145,CAGEYUXVAKNKDUUV,6488.757352426589
146,NKCEDH9ANZGDAUWG,3205.151677942211
147,NKCE5EHJHS38BUWB,3496.1503380162294
148,PBXE9YWGRFUQXHQH,12928.32562775001
149,SHIE3QDHP5RDGMZY,2683.9978916965383
150,RNGE9HDVMPVBYPGJ,2870.068759812706
151,SCHE4YSTCUUSJWCK,2052.6443803987677
152,SNDEGGTV9XERMGHH,7331.360882584097
153,PBXE92XFUMB7QWY6,8489.153841929634
154,CRTECN2QYK2R2PUS,4116.862335371939
155,TOPEEEPVYHHF9HGW,2903.9775520261505
156,MUGE8F5RDEYMH4YH,3897.276836474655
157,NKCE52CSJ2GUY64G,1326.6944516859087
